   7
  2     1.03008 0.000121 0
  5     1.04207 0.000100 0
  8     1.00162 0.000159 0
 11     0.97628 0.000142 0
 14     1.04299 0.000070 0
 17     1.00905 0.000177 0
 20     0.99182 0.000127 0
   7
  2    -0.05453 0.000115 0
  5    -0.10009 0.000062 0
  8    -0.14070 0.000163 0
 11    -0.17959 0.000185 0
 14    -0.08881 0.000080 0
 17    -0.06904 0.000149 0
 20    -0.08158 0.000166 0
   0
   0
   0
   0
  15
   2   1     0.42714 0.000411 0
   2   4     1.63564 0.000376 0
   5   1     0.87871 0.000381 0
   5   7     0.23373 0.000347 0
   8   1     2.49354 0.000344 0
   5  10     1.04014 0.000131 0
  11   6     1.87136 0.000219 0
  14   7     0.46231 0.000363 0
  14  15     0.47897 0.000373 0
  14  17     0.21109 0.000460 0
  20  18     0.60977 0.000479 0
  17  18     1.22589 0.000162 0
   2   3     0.56245 0.000115 0
   2   8     0.73667 0.000157 0
  14  20     1.42015 0.000428 0
  15
   2   1     2.62607 0.000322 0
   2   4    -1.10186 0.000200 0
   5   1     2.45048 0.000260 0
   5   7    -0.06365 0.000340 0
   8   1    -3.23883 0.000381 0
   5  10    -1.19285 0.000185 0
  11   6     2.95955 0.000486 0
  14   7    -0.11444 0.000170 0
  14  15    -2.12101 0.000436 0
  14  17    -1.96160 0.000183 0
  20  18     0.44966 0.000193 0
  17  18     0.35642 0.000352 0
   2   3    -0.31601 0.000418 0
   2   8    -1.04945 0.000135 0
  14  20    -1.00863 0.000485 0
   0
