  14
  1     1.08576 0.009498 0
  2     1.02894 0.011803 0
  3     1.02088 0.010928 0
  4     1.02906 0.010395 0
  5     1.00390 0.008624 0
  6     1.03066 0.008624 0
  7     1.02086 0.008232 0
  8     1.01943 0.011465 0
  9     1.07514 0.010404 0
 10     1.11275 0.010832 0
 11     1.06237 0.008082 0
 12     1.05883 0.011880 0
 13     1.06237 0.011330 0
 14     1.06405 0.008849 0
   0
   6
  1     1.61061 0.016818 0
  2     0.18315 0.018042 0
  5    -0.87885 0.019319 0
  8    -0.32347 0.021119 0
 11    -0.01192 0.017921 0
 13    -0.00138 0.019561 0
   6
  1     0.01309 0.016834 0
  2     0.09438 0.020248 0
  5     0.07255 0.017912 0
  8    -0.21188 0.016395 0
 11     0.01204 0.018664 0
 13    -0.03346 0.022852 0
  17
   1   2     1.09202 0.016997 0
   1   3     0.52085 0.020924 0
   2   4     0.23817 0.021075 0
   3   4     0.47537 0.015651 0
   2   5     0.69278 0.024656 0
   2   6     0.29953 0.018046 0
   4   6     0.42936 0.021842 0
   5   7    -0.22560 0.016220 0
   6   7     0.46796 0.015344 0
   6   8     0.26976 0.017588 0
   6   9     0.03955 0.018117 0
   6  10     0.02070 0.020467 0
   9  11    -0.02119 0.024696 0
   9  10     0.00486 0.024395 0
   4  12     0.18597 0.020979 0
  12  13    -0.01177 0.015885 0
  12  14     0.07295 0.015452 0
  17
   1   2    -0.05209 0.020142 0
   1   3     0.05604 0.015465 0
   2   4     0.00948 0.016705 0
   3   4     0.06042 0.024489 0
   2   5     0.02859 0.023084 0
   2   6     0.02792 0.015977 0
   4   6    -0.05531 0.019402 0
   5   7     0.08204 0.019952 0
   6   7    -0.01380 0.024093 0
   6   8     0.21844 0.021625 0
   6   9    -0.11646 0.020201 0
   6  10    -0.08065 0.016849 0
   9  11    -0.09110 0.022751 0
   9  10    -0.14366 0.023948 0
   4  12     0.11691 0.024219 0
  12  13     0.02707 0.016960 0
  12  14     0.01100 0.018253 0
   0
   0
   0
