  14
  1     1.05611 0.009498 0
  2     1.04248 0.011803 0
  3     1.04483 0.010928 0
  4     1.02717 0.010395 0
  5     1.00293 0.008624 0
  6     1.02562 0.008624 0
  7     1.01497 0.008232 0
  8     1.02068 0.011465 0
  9     1.08515 0.010404 0
 10     1.07525 0.010832 0
 11     1.08514 0.008082 0
 12     1.07111 0.011880 0
 13     1.07239 0.011330 0
 14     1.06701 0.008849 0
   0
   6
  1     1.50394 0.016818 0
  2     0.16568 0.018042 0
  5    -0.85222 0.019319 0
  8    -0.24487 0.021119 0
 11    -0.01999 0.017921 0
 13     0.02200 0.019561 0
   6
  1    -0.00339 0.016834 0
  2     0.10108 0.020248 0
  5     0.06366 0.017912 0
  8    -0.20987 0.016395 0
 11     0.01169 0.018664 0
 13    -0.03643 0.022852 0
  17
   1   2     1.00579 0.016997 0
   1   3     0.49268 0.020924 0
   2   4     0.21464 0.021075 0
   3   4     0.44749 0.015651 0
   2   5     0.58933 0.024656 0
   2   6     0.32721 0.018046 0
   4   6     0.43880 0.021842 0
   5   7    -0.19690 0.016220 0
   6   7     0.44027 0.015344 0
   6   8     0.26154 0.017588 0
   6   9     0.04244 0.018117 0
   6  10     0.02833 0.020467 0
   9  11     0.04018 0.024696 0
   9  10     0.02750 0.024395 0
   4  12     0.15968 0.020979 0
  12  13     0.01877 0.015885 0
  12  14     0.08515 0.015452 0
  17
   1   2    -0.01368 0.020142 0
   1   3    -0.00286 0.015465 0
   2   4     0.00811 0.016705 0
   3   4     0.02378 0.024489 0
   2   5     0.02995 0.023084 0
   2   6     0.00557 0.015977 0
   4   6    -0.06122 0.019402 0
   5   7     0.03482 0.019952 0
   6   7    -0.00453 0.024093 0
   6   8     0.21000 0.021625 0
   6   9    -0.15744 0.020201 0
   6  10    -0.06381 0.016849 0
   9  11    -0.05489 0.022751 0
   9  10    -0.12805 0.023948 0
   4  12     0.11979 0.024219 0
  12  13     0.01737 0.016960 0
  12  14     0.00832 0.018253 0
   0
   0
   0
