   6
  2     1.04309 0.000108 0
  5     1.01031 0.000174 0
  9     1.07539 0.000092 0
 10     1.08874 0.000071 0
 12     1.07145 0.000061 0
 14     1.05903 0.000166 0
   6
  2    -0.06863 0.000091 0
  5    -0.21652 0.000104 0
  9    -0.14197 0.000131 0
 10    -0.14586 0.000170 0
 12    -0.15321 0.000198 0
 14    -0.16690 0.000080 0
   0
   0
   0
   0
  12
   2   1     1.21837 0.000102 0
   2   4     0.26306 0.000383 0
   2   5     0.76021 0.000409 0
   2   6     0.38428 0.000243 0
   5   7     0.30765 0.000445 0
   9   6     0.15861 0.000232 0
  10   6     0.06764 0.000224 0
   9  11     0.03182 0.000392 0
   9  10     0.12722 0.000455 0
  12   4     0.20594 0.000148 0
  12  13     0.00263 0.000404 0
  12  14     0.06679 0.000408 0
  12
   2   1    -3.10705 0.000426 0
   2   4    -0.12524 0.000392 0
   2   5    -0.09381 0.000130 0
   2   6    -0.05414 0.000146 0
   5   7    -2.92382 0.000349 0
   9   6    -1.95469 0.000125 0
  10   6    -2.04014 0.000230 0
   9  11     1.42920 0.000355 0
   9  10     1.12643 0.000289 0
  12   4     2.48958 0.000385 0
  12  13    -1.72407 0.000325 0
  12  14    -0.41971 0.000298 0
   0
