   6
  5     1.04195 0.000142 0
  8     1.01814 0.000174 0
 11     0.98882 0.000154 0
 14     1.04302 0.000066 0
 17     1.01778 0.000074 0
 20     1.00184 0.000132 0
   6
  2    -0.04235 0.000066 0
  5    -0.07893 0.000087 0
 11    -0.13685 0.000103 0
 14    -0.06822 0.000095 0
 17    -0.05273 0.000085 0
 20    -0.06243 0.000103 0
   0
   0
   0
   0
  14
   2   1     0.35861 0.000398 0
   2   4     1.31978 0.000408 0
   5   1     0.76538 0.000311 0
   8   1     1.97296 0.000266 0
   5  10     0.80149 0.000303 0
  11   6     1.48988 0.000290 0
  14   7     0.37880 0.000233 0
  14  15     0.38124 0.000390 0
  14  17     0.15783 0.000346 0
  20  18     0.48543 0.000153 0
  17  18     0.98170 0.000439 0
   2   3     0.41909 0.000307 0
   2   8     0.62756 0.000411 0
  14  20     1.14218 0.000376 0
  15
   2   1     2.51657 0.000359 0
   2   4    -1.08787 0.000416 0
   5   1     2.34467 0.000203 0
   5   7    -0.08687 0.000143 0
   8   1    -3.18802 0.000162 0
   5  10    -1.14765 0.000423 0
  11   6    -3.27808 0.000274 0
  14   7    -0.11731 0.000131 0
  14  15    -2.11170 0.000401 0
  14  17    -1.97363 0.000461 0
  20  18     0.44441 0.000180 0
  17  18     0.37663 0.000364 0
   2   3    -0.07426 0.000409 0
   2   8    -1.05955 0.000322 0
  14  20    -0.99029 0.000200 0
   0
