   7
  2     1.03004 0.000085 0
  5     1.04192 0.000142 0
  8     1.01336 0.000174 0
 11     0.98547 0.000154 0
 14     1.04307 0.000066 0
 17     1.01539 0.000074 0
 20     0.99878 0.000132 0
   7
  2    -0.04595 0.000066 0
  5    -0.08507 0.000087 0
  8    -0.12045 0.000120 0
 11    -0.14887 0.000103 0
 14    -0.07429 0.000095 0
 17    -0.05772 0.000085 0
 20    -0.06796 0.000103 0
   0
   0
   0
   0
  15
   2   1     0.37819 0.000398 0
   2   4    38.65213 0.000408 0
   5   1     0.79775 0.000311 0
   5   7     0.19307 0.000498 0
   8   1     2.12370 0.000266 0
   5  10     0.86866 0.000303 0
  11   6     1.60027 0.000290 0
  14   7     0.40308 0.000233 0
  14  15     0.40985 0.000390 0
  14  17     0.17332 0.000346 0
  20  18    -0.52195 0.000153 0
  17  18     1.05318 0.000439 0
   2   3     0.45739 0.000307 0
   2   8     0.65842 0.000411 0
  14  20     1.22239 0.000376 0
  15
   2   1     2.55271 0.000359 0
   2   4    -1.09123 0.000416 0
   5   1     2.37929 0.000203 0
   5   7    -0.07744 0.000143 0
   8   1    -3.20434 0.000162 0
   5  10    -1.16173 0.000423 0
  11   6     2.99186 0.000274 0
  14   7    -0.11559 0.000131 0
  14  15    -2.11434 0.000401 0
  14  17    -1.96828 0.000461 0
  20  18     0.44798 0.000180 0
  17  18     0.37121 0.000364 0
   2   3    -0.15657 0.000409 0
   2   8    -1.05552 0.000322 0
  14  20    -0.99549 0.000200 0
   0
