   7
  2     1.02997 0.000097 0
  5     1.04208 0.000159 0
  8     1.00430 0.000183 0
 11     0.97892 0.000068 0
 14     1.04271 0.000164 0
 17     1.01070 0.000166 0
 20     0.99351 0.000128 0
   7
  2    -0.05253 0.000099 0
  5    -0.09624 0.000146 0
  8    -0.13592 0.000121 0
 11    -0.17152 0.000157 0
 14    -0.08496 0.000134 0
 17    -0.06618 0.000124 0
 20    -0.07806 0.000114 0
   0
   0
   0
   0
  15
   2   1     0.41478 0.000110 0
   2   4     1.57843 0.000113 0
   5   1     0.85757 0.000226 0
   5   7     0.22300 0.000463 0
   8   1     2.40078 0.000264 0
   5  10     0.99734 0.000192 0
  11   6     1.80406 0.000216 0
  14   7     0.44782 0.000472 0
  14  15     0.46201 0.000353 0
  14  17     0.20211 0.000421 0
  20  18     0.58826 0.000457 0
  17  18     1.18330 0.000423 0
   2   3     0.53570 0.000227 0
   2   8     0.71708 0.000191 0
  14  20     1.37154 0.000427 0
  15
   2   1     2.60988 0.000143 0
   2   4    -1.09842 0.000355 0
   5   1     2.43433 0.000303 0
   5   7    -0.06585 0.000200 0
   8   1    -3.23176 0.000402 0
   5  10    -1.18481 0.000131 0
  11   6     2.96810 0.000164 0
  14   7    -0.11410 0.000423 0
  14  15    -2.11932 0.000449 0
  14  17    -1.96275 0.000175 0
  20  18     0.44983 0.000316 0
  17  18     0.35974 0.000458 0
   2   3    -0.28113 0.000144 0
   2   8    -1.04954 0.000271 0
  14  20    -1.00593 0.000444 0
   0
