  13
  2     1.01269 0.000098 0
  5     0.99852 0.000056 0
  8     0.97580 0.000152 0
 11     1.03723 0.000127 0
 14     0.99079 0.000147 0
 17     1.01417 0.000154 0
 20     1.00372 0.000191 0
 23     0.95430 0.000101 0
 26     0.96069 0.000189 0
 29     0.98894 0.000089 0
 32     1.01028 0.000173 0
 35     1.05194 0.000129 0
 38     1.02489 0.000064 0
  13
  2    -0.18426 0.000078 0
  5    -0.21009 0.000139 0
  8    -0.06371 0.000052 0
 11    -0.01369 0.000084 0
 14    -0.06533 0.000076 0
 17    -0.23628 0.000108 0
 20    -0.14990 0.000071 0
 23    -0.11216 0.000067 0
 26    -0.02888 0.000182 0
 29    -0.21118 0.000149 0
 32    -0.21685 0.000133 0
 35    -0.09213 0.000086 0
 38    -0.01596 0.000185 0
   0
   0
   0
   0
  35
   2   1     3.26151 0.000460 0
   2   3     0.36695 0.000236 0
   2   4     0.97388 0.000390 0
   2   5     0.17215 0.000455 0
   5   6     0.72777 0.000357 0
   5   7     0.13288 0.000165 0
   8   4     0.18380 0.000343 0
   8   9     0.25906 0.000141 0
  11   3     2.08864 0.000102 0
  11  13     0.52998 0.000319 0
  14   7     1.26028 0.000361 0
   2  15     2.02135 0.000385 0
   8  16     0.27329 0.000230 0
  17  10     1.49746 0.000360 0
   5  19     0.35288 0.000363 0
  20  12    -0.40388 0.000137 0
   2  21     1.03966 0.000206 0
   2  23     1.23471 0.000489 0
  26  19     1.88036 0.000457 0
  29  27     2.15158 0.000418 0
  29  30     1.21652 0.000331 0
  26  31     0.62851 0.000178 0
  32  12     1.53337 0.000212 0
  29  33     0.57035 0.000358 0
  35  28     0.84913 0.000476 0
  38  25     0.78199 0.000466 0
  14  40     0.21597 0.000106 0
   5  23     1.16590 0.000271 0
  14  36     0.52902 0.000485 0
   8   1     0.69696 0.000218 0
  35  16     0.66959 0.000440 0
   2  10     1.87562 0.000168 0
  35  36     2.60458 0.000474 0
  17  15     2.08855 0.000328 0
  38  18     0.39378 0.000346 0
  35
   2   1    -3.28569 0.000353 0
   2   3    -1.72993 0.000240 0
   2   4    -2.53723 0.000459 0
   2   5    -0.29582 0.000412 0
   5   6    -3.23664 0.000134 0
   5   7     1.69202 0.000459 0
   8   4     1.23850 0.000104 0
   8   9    -2.79278 0.000365 0
  11   3    -0.61944 0.000164 0
  11  13    -1.13845 0.000377 0
  14   7     0.22325 0.000190 0
   2  15    -3.08406 0.000195 0
   8  16    -2.90203 0.000399 0
  17  10    -3.15400 0.000440 0
   5  19     1.10033 0.000327 0
  20  12     2.40680 0.000247 0
   2  21    -2.73389 0.000198 0
   2  23    -2.10828 0.000257 0
  26  19     0.72362 0.000352 0
  29  27    -2.99810 0.000301 0
  29  30    -3.12017 0.000297 0
  26  31     1.20892 0.000389 0
  32  12     2.44189 0.000110 0
  29  33     2.84293 0.000171 0
  35  28    -0.30203 0.000482 0
  38  25    -0.16065 0.000248 0
  14  40    -1.58915 0.000471 0
   5  23    -2.69910 0.000487 0
  14  36    -0.85305 0.000441 0
   8   1     2.34843 0.000254 0
  35  16    -2.19807 0.000227 0
   2  10    -3.15243 0.000323 0
  35  36    -1.67914 0.000378 0
  17  15     2.86617 0.000139 0
  38  18    -1.40372 0.000496 0
   0
