  20
  1     1.06303 0.010689 0
  2     1.03249 0.009952 0
  3     1.00251 0.011302 0
  4     0.96417 0.008126 0
  5     1.03090 0.011232 0
  6     1.01244 0.010262 0
  7     1.02677 0.009190 0
  8     1.01062 0.008187 0
  9     0.99165 0.011963 0
 10     0.96248 0.008027 0
 11     0.98762 0.011079 0
 12     1.04657 0.010987 0
 13     1.02674 0.009510 0
 14     1.03456 0.009977 0
 15     1.01469 0.011716 0
 16     0.99079 0.009582 0
 17     1.02365 0.011896 0
 18     1.02316 0.010098 0
 19     0.99573 0.008374 0
 20     0.99249 0.011253 0
   0
   7
  1     6.26147 0.017117 0
  2     1.21568 0.017923 0
  5    -0.02808 0.023280 0
  6     3.12077 0.021448 0
  7    -0.53259 0.019117 0
 12     1.04333 0.016440 0
 14     0.89745 0.019767 0
   7
  1     4.74843 0.020543 0
  2     1.64236 0.023161 0
  5     0.26930 0.017216 0
  6     1.93494 0.015952 0
  7    -0.13026 0.015969 0
 12     0.99195 0.017122 0
 14     1.54821 0.015776 0
  25
   1   2     0.33640 0.017350 0
   1   3     2.65885 0.023986 0
   2   4     0.72924 0.016675 0
   1   5     0.61376 0.020421 0
   3   6    -1.12716 0.020249 0
   5   7     0.20990 0.023007 0
   1   8     2.21032 0.017526 0
   6   9     0.01224 0.019662 0
   5  10     0.42415 0.020494 0
   6  11     1.57875 0.017037 0
   6  12     0.29668 0.024392 0
   9  13    -0.39879 0.019328 0
   7  14    -0.41642 0.023513 0
  14  15    -0.20408 0.019100 0
  12  16     1.31991 0.024765 0
  14  17    -0.04593 0.021366 0
   7  18     0.05160 0.017931 0
   6  19     0.44564 0.018039 0
  18  20    -0.44415 0.024580 0
  17  18     0.98137 0.018126 0
   4  16     0.44471 0.023748 0
   2   3     0.50029 0.023266 0
   1   6     0.42610 0.016531 0
   2   8     0.34106 0.020463 0
  14  20     0.73498 0.022204 0
  25
   1   2     0.18440 0.015066 0
   1   3     3.64056 0.020522 0
   2   4     1.20574 0.024289 0
   1   5     0.61135 0.015418 0
   3   6     0.09579 0.021401 0
   5   7     0.04359 0.023349 0
   1   8     0.08183 0.024683 0
   6   9     2.32478 0.017641 0
   5  10     0.82664 0.018773 0
   6  11     0.19516 0.024155 0
   6  12    -0.70523 0.023375 0
   9  13    -0.62994 0.022161 0
   7  14    -0.06195 0.015790 0
  14  15     0.37191 0.021416 0
  12  16     0.24566 0.022053 0
  14  17     0.14862 0.017054 0
   7  18    -0.07015 0.016600 0
   6  19     0.36577 0.022185 0
  18  20     0.27646 0.015158 0
  17  18    -0.41867 0.015489 0
   4  16    -0.05271 0.021938 0
   2   3     0.04629 0.024183 0
   1   6     0.17495 0.019700 0
   2   8     0.58138 0.020163 0
  14  20     0.97532 0.023225 0
   0
   0
   0
