   7
  2     1.03020 0.000085 0
  5     1.04194 0.000142 0
  8     1.00877 0.000174 0
 11     0.98205 0.000154 0
 14     1.04296 0.000066 0
 17     1.01302 0.000074 0
 20     0.99600 0.000132 0
   7
  2    -0.04919 0.000066 0
  5    -0.09075 0.000087 0
  8    -0.12793 0.000120 0
 11    -0.16039 0.000103 0
 14    -0.07953 0.000095 0
 17    -0.06171 0.000085 0
 20    -0.07312 0.000103 0
   0
   0
   0
   0
  15
   2   1     0.39672 0.000398 0
   2   4     1.49741 0.000408 0
   5   1     0.82772 0.000311 0
   5   7     0.20763 0.000498 0
   8   1     2.26613 0.000266 0
   5  10     0.93394 0.000303 0
  11   6     1.70369 0.000290 0
  14   7     0.42645 0.000233 0
  14  15     0.43714 0.000390 0
  14  17     0.18772 0.000346 0
  20  18     0.55610 0.000153 0
  17  18     1.11983 0.000439 0
   2   3     0.49671 0.000307 0
   2   8     0.68933 0.000411 0
  14  20     1.29841 0.000376 0
  15
   2   1     2.58394 0.000359 0
   2   4    -1.09438 0.000416 0
   5   1     2.40802 0.000203 0
   5   7    -0.07079 0.000143 0
   8   1    -3.21865 0.000162 0
   5  10    -1.17316 0.000423 0
  11   6     2.98033 0.000274 0
  14   7    -0.11421 0.000131 0
  14  15    -2.11669 0.000401 0
  14  17    -1.96393 0.000461 0
  20  18     0.44941 0.000180 0
  17  18     0.36461 0.000364 0
   2   3    -0.22385 0.000409 0
   2   8    -1.05284 0.000322 0
  14  20    -1.00022 0.000200 0
   0
